NAME_OBL,NAME_RAY,NAME_LAT,KOATUU_OBL,KOATUU_RAY,KOATUU,longitude,latitude
Luhanska,Bilovodskyi,Brusivka,4400000000,4420600000,4420682201,39.403,49.323
Luhanska,Starobilskyi,Verkhnia Pokrovka,4400000000,4425100000,4425180501,38.753,49.261
Luhanska,Stanychno-Luhanskyi,Verkhnobohdanivka,4400000000,4424800000,4424881501,39.486,49.039
Luhanska,Krasnodonskyi,Verkhnoharasymivka,4400000000,4421400000,4421481101,39.930,48.272
Luhanska,Novopskovskyi,Hanusivka,4400000000,4423300000,4423380701,39.371,49.704
Luhanska,Markivskyi,Markivka,4400000000,4422500000,4422555100,39.560,49.527
Luhanska,Popasnianskyi,Myrna Dolyna,4400000000,4423800000,4423857500,38.476,48.810
Luhanska,Krasnodonska,Enhelsove,4400000000,4411400000,4411447400,39.610,48.304
Luhanska,Krasnodonskyi,Velykyi Loh,4400000000,4421400000,4421455300,39.558,48.261
Luhanska,Svativskyi,Nyzhnia Duvanka,4400000000,4424000000,4424055400,38.163,49.575
Luhanska,Novoaidarskyi,Novoaidar,4400000000,4423100000,4423155100,39.004,48.965
Luhanska,Troitskyi,Pryvillia,4400000000,4425400000,4425485001,38.518,49.849
Luhanska,Slovianoserbskyi,Rodakove,4400000000,4424500000,4424555900,39.021,48.555
Luhanska,Popasnianskyi,Komyshuvakha,4400000000,4423800000,4423856900,38.450,48.695
Luhanska,Troitskyi,Rozpasiivka,4400000000,4425400000,4425485501,38.383,49.830
Luhanska,Troitskyi,Rozsypne,4400000000,4425400000,4425486001,38.611,49.966
Luhanska,Stanychno-Luhanskyi,Talove,4400000000,4424800000,4424885301,39.961,48.859
Luhanska,Antratsytivskyi,Diakove,4400000000,4420300000,4420382201,39.143,47.936
Luhanska,Stanychno-Luhanskyi,Rozkvit,4400000000,4424800000,4424885101,39.578,48.955
Luhanska,Perevalskyi,Fashchivka,4400000000,4423600000,4423657100,38.617,48.272
Luhanska,Krasnodonskyi,Novooleksandrivka,4400000000,4421400000,4421456000,39.620,48.268
Luhanska,Rovenkivska,Proletarskyi,4400000000,4412300000,4412347100,39.254,48.138
Luhanska,Krasnolutska,Zaporizhzhia,4400000000,4411600000,4411645700,38.721,48.256
Luhanska,Rovenkivska,Klenovyi,4400000000,4412300000,4412346000,39.459,48.120
Luhanska,Pervomaiska,Pervomaisk,4400000000,4412100000,4412100000,38.544,48.625
Luhanska,Stakhanovska,Irmino,4400000000,4413100000,4413170800,38.584,48.598
Luhanska,Bilovodskyi,Kononivka,4400000000,4420600000,4420686601,39.623,49.330
Luhanska,Svativskyi,Verkhnia Duvanka,4400000000,4424000000,4424080501,38.065,49.691
Luhanska,Troitskyi,Voievodske,4400000000,4425400000,4425481501,38.535,49.942
Luhanska,Novoaidarskyi,Denezhnykove,4400000000,4423100000,4423181601,38.947,49.036
Luhanska,Markivskyi,Heraskivka,4400000000,4422500000,4422582201,39.542,49.606
Luhanska,Popasnianskyi,Vrubivka,4400000000,4423800000,4423856200,38.375,48.742
Luhanska,Starobilskyi,Starobilsk,4400000000,4425100000,4425110100,38.911,49.277
Luhanska,Markivskyi,Kryzke,4400000000,4422500000,4422585501,39.612,49.449
Luhanska,Krasnolutska,Khrustalne,4400000000,4411600000,4411647300,38.859,48.150
Luhanska,Krasnolutska,Sofiivskyi,4400000000,4411600000,4411646700,38.884,48.202
Luhanska,Pervomaiska,Hirske,4400000000,4412100000,4412170300,38.491,48.738
Luhanska,Kreminskyi,Nevske,4400000000,4421600000,4421683201,37.970,49.153
Luhanska,Starobilskyi,Butove,4400000000,4425100000,4425180201,38.939,49.261
Luhanska,Stanychno-Luhanskyi,Velyka Chernihivka,4400000000,4424800000,4424881001,39.409,48.956
Luhanska,Stanychno-Luhanskyi,Harasymivka,4400000000,4424800000,4424882001,39.703,48.782
Luhanska,Lutuhynskyi,Heorhiivka,4400000000,4422200000,4422256100,39.273,48.433
Luhanska,Bilokurakynskyi,Kuriachivka,4400000000,4420900000,4420985501,38.693,49.642
Luhanska,Markivskyi,Krasne Pole,4400000000,4422500000,4422584401,39.518,49.669
Luhanska,Stanychno-Luhanskyi,Nyzhnoteple,4400000000,4424800000,4424883501,39.351,48.793
Luhanska,Starobilskyi,Novoborove,4400000000,4425100000,4425183001,38.552,49.241
Luhanska,Sverdlovskyi,Novoborovytsi,4400000000,4424200000,4424286601,39.500,47.864
Luhanska,Bilovodskyi,Lytvynivka,4400000000,4420600000,4420687701,39.443,49.308
Luhanska,Pervomaiska,Zolote,4400000000,4412100000,4412170500,38.484,48.717
Luhanska,Markivskyi,Lisna Poliana,4400000000,4422500000,4422586601,39.472,49.524
Luhanska,Krasnodonskyi,Velykyi Sukhodil,4400000000,4421400000,4421487701,39.883,48.426
Luhanska,Starobilskyi,Pidhorivka,4400000000,4425100000,4425184001,38.885,49.298
Luhanska,Perevalskyi,Horodyshche,4400000000,4423600000,4423655800,38.633,48.322
Luhanska,Rovenkivska,Blahivka,4400000000,4412300000,4412391001,39.357,47.955
Luhanska,Kreminskyi,Novokrasnianka,4400000000,4421600000,4421685401,38.270,49.137
Luhanska,Sverdlovska,Komsomolskyi,4400000000,4412700000,4412746000,39.647,48.124
Luhanska,Popasnianskyi,Holubivske,4400000000,4423800000,4423881501,38.640,48.690
Luhanska,Lutuhynskyi,Lutuhyne,4400000000,4422200000,4422210100,39.211,48.396
Luhanska,Svativskyi,Kovalivka,4400000000,4424000000,4424081501,38.016,49.326
Luhanska,Krasnodonskyi,Verkhnoshevyrivka,4400000000,4421400000,4421482201,39.716,48.269
Luhanska,Slovianoserbskyi,Vesela Hora,4400000000,4424500000,4424581101,39.247,48.708
Luhanska,Lutuhynskyi,Vesela Tarasivka,4400000000,4422200000,4422281101,39.109,48.530
Luhanska,Starobilskyi,Vyshneve,4400000000,4425100000,4425180601,39.091,49.245
Luhanska,Novopskovskyi,Zaaidarivka,4400000000,4423300000,4423381501,39.103,49.559
Luhanska,Lutuhynskyi,Illiriia,4400000000,4422200000,4422282201,38.992,48.403
Luhanska,Bilovodskyi,Novolymarivka,4400000000,4420600000,4420688901,39.602,49.278
Luhanska,Bilokurakynskyi,Oleksandropil,4400000000,4420900000,4420981001,38.851,49.689
Luhanska,Bilokurakynskyi,Oleksiivka,4400000000,4420900000,4420981501,38.762,49.421
Luhanska,Kreminskyi,Nova Astrakhan,4400000000,4421600000,4421684301,38.607,49.126
Luhanska,Bilokurakynskyi,Lyzyne,4400000000,4420900000,4420986601,38.850,49.547
Luhanska,Troitskyi,Novooleksandrivka,4400000000,4425400000,4425483001,38.139,49.784
Luhanska,Antratsytivskyi,Bobrykove,4400000000,4420300000,4420381101,39.225,47.932
Luhanska,Troitskyi,Vivcharove,4400000000,4425400000,4425484001,38.624,49.841
Luhanska,Antratsytivskyi,Yesaulivka,4400000000,4420300000,4420355300,39.022,48.049
Luhanska,Novopskovskyi,Zakotne,4400000000,4423300000,4423382001,38.979,49.468
Luhanska,Novoaidarskyi,Novookhtyrka,4400000000,4423100000,4423185601,38.808,48.912
Luhanska,Novopskovskyi,Novorozsosh,4400000000,4423300000,4423384001,39.234,49.528
Luhanska,Slovianoserbskyi,Lozivskyi,4400000000,4424500000,4424555400,38.882,48.564
Luhanska,Bilokurakynskyi,Demianivka,4400000000,4420900000,4420983401,38.571,49.527
Luhanska,Starobilskyi,Vesele,4400000000,4425100000,4425180301,39.179,49.301
Luhanska,Slovianoserbskyi,Vesniane,4400000000,4424500000,4424581401,38.707,48.639
Luhanska,Slovianoserbskyi,Frunze,4400000000,4424500000,4424556200,38.746,48.669
Luhanska,Milovskyi,Zorykivka,4400000000,4422800000,4422882201,39.840,49.413
Luhanska,Markivskyi,Kabychivka,4400000000,4422500000,4422583301,39.738,49.461
Luhanska,Kreminskyi,Makiivka,4400000000,4421600000,4421682201,37.991,49.228
Luhanska,Krasnolutska,Petrovske,4400000000,4411600000,4411670900,38.874,48.290
Luhanska,Stanychno-Luhanskyi,Mykolaivka,4400000000,4424800000,4424884001,39.518,48.589
Luhanska,Kreminskyi,Mykhailivka,4400000000,4421600000,4421682601,38.565,49.110
Luhanska,Novoaidarskyi,Oleksiivka,4400000000,4423100000,4423180501,39.178,49.015
Luhanska,Lutuhynskyi,Orikhivka,4400000000,4422200000,4422284401,39.198,48.284
Luhanska,Novoaidarskyi,Pobieda,4400000000,4423100000,4423186201,39.105,49.045
Luhanska,Bilokurakynskyi,Neshcheretove,4400000000,4420900000,4420986901,38.809,49.406
Luhanska,Lutuhynskyi,Pershozvanivka,4400000000,4422200000,4422285501,39.422,48.339
Luhanska,Perevalskyi,Petrivka,4400000000,4423600000,4423683301,38.805,48.527
Luhanska,Svativskyi,Petrivka,4400000000,4424000000,4424085501,38.370,49.366
Luhanska,Krasnodonska,Krasnodon,4400000000,4411400000,4411400000,39.742,48.295
Luhanska,Krasnodonska,Sukhodilsk,4400000000,4411400000,4411470700,39.728,48.354
Luhanska,Starobilskyi,Karaiashnyk,4400000000,4425100000,4425181501,39.230,49.367
Luhanska,Krasnodonska,Izvaryne,4400000000,4411400000,4411445600,39.890,48.288
Luhanska,Antratsytivskyi,Malomykolaivka,4400000000,4420300000,4420356200,39.018,48.307
Luhanska,Popasnianskyi,Maloriazantseve,4400000000,4423800000,4423857200,38.374,48.888
Luhanska,Milovskyi,Velykotsk,4400000000,4422800000,4422881101,40.029,49.348
Luhanska,Stanychno-Luhanskyi,Nyzhnia Vilkhova,4400000000,4424800000,4424884501,39.576,48.733
Luhanska,Lutuhynskyi,Volnukhyne,4400000000,4422200000,4422281301,39.286,48.351
Luhanska,Lutuhynskyi,Cheliuskinets,4400000000,4422200000,4422257000,39.198,48.435
Luhanska,Troitskyi,Pokrovske,4400000000,4425400000,4425484501,38.228,49.739
Luhanska,Krasnolutska,Shterivka,4400000000,4411600000,4411647600,38.946,48.314
Luhanska,Antratsytska,Shchotove,4400000000,4410300000,4410346900,39.116,48.168
Luhanska,Antratsytska,Kamiane,4400000000,4410300000,4410346200,39.166,48.167
Luhanska,Krasnodonska,Sievernyi,4400000000,4411400000,4411446500,39.918,48.357
Luhanska,Krasnodonska,Molodohvardiisk,4400000000,4411400000,4411470400,39.656,48.347
Luhanska,Antratsytivskyi,Krasnyi Kut,4400000000,4420300000,4420355900,38.801,48.191
Luhanska,Bilovodskyi,Pluhatar,4400000000,4420600000,4420689201,39.736,49.230
Luhanska,Sverdlovska,Leninske,4400000000,4412700000,4412746300,39.559,48.077
Luhanska,Stanychno-Luhanskyi,Valuiske,4400000000,4424800000,4424880501,39.527,48.648
Luhanska,Bilovodskyi,Nyzhnobaranykivka,4400000000,4420600000,4420688503,39.829,49.072
Luhanska,Starobilskyi,Nyzhnopokrovka,4400000000,4425100000,4425182501,38.638,49.210
Luhanska,Svativskyi,Preobrazhenne,4400000000,4424000000,4424086001,38.153,49.523
Luhanska,Kreminskyi,Novomykilske,4400000000,4421600000,4421686501,38.181,49.295
Luhanska,Bilovodskyi,Novooleksandrivka,4400000000,4420600000,4420688801,39.283,49.133
Luhanska,Kreminskyi,Varvarivka,4400000000,4421600000,4421681001,38.416,49.074
Luhanska,Perevalskyi,Seleznivka,4400000000,4423600000,4423656700,38.791,48.396
Luhanska,Krasnodonskyi,Simeikyne,4400000000,4421400000,4421456500,39.534,48.330
Luhanska,Slovianoserbskyi,Slovianoserbsk,4400000000,4424500000,4424555100,38.981,48.697
Luhanska,Novopskovskyi,Novobila,4400000000,4423300000,4423383501,39.194,49.763
Luhanska,Starobilskyi,Polovynkyne,4400000000,4425100000,4425184501,38.921,49.225
Luhanska,Stanychno-Luhanskyi,Stanytsia Luhanska,4400000000,4424800000,4424855100,39.475,48.655
Luhanska,Novopskovskyi,Bilolutsk,4400000000,4423300000,4423355300,39.016,49.699
Luhanska,Lutuhynskyi,Bilorichenskyi,4400000000,4422200000,4422255500,39.074,48.448
Luhanska,Stanychno-Luhanskyi,Krasna Talivka,4400000000,4424800000,4424883001,39.845,48.851
Luhanska,Starobilskyi,Lyman,4400000000,4425100000,4425182001,38.946,49.332
Luhanska,Krasnodonskyi,Parkhomenko,4400000000,4421400000,4421486601,39.718,48.578
Luhanska,Sverdlovskyi,Biriukove,4400000000,4424200000,4424255300,39.739,47.954
Luhanska,Krasnodonska,Krasnodon,4400000000,4411400000,4411446200,39.559,48.308
Luhanska,Kreminskyi,Bulhakivka,4400000000,4421600000,4421680701,38.558,49.184
Luhanska,Bilokurakynskyi,Bunchukivka,4400000000,4420900000,4420982301,38.659,49.486
Luhanska,Svativskyi,Kuzemivka,4400000000,4424000000,4424082501,37.986,49.516
Luhanska,Starobilskyi,Kuriachivka,4400000000,4425100000,4425181701,38.861,49.342
Luhanska,Troitskyi,Lantrativka,4400000000,4425400000,4425482501,38.252,49.948
Luhanska,Starobilskyi,Kalmykivka,4400000000,4425100000,4425181001,38.656,49.297
Luhanska,Svativskyi,Pervomaisk,4400000000,4424000000,4424085001,38.260,49.447
Luhanska,Antratsytivskyi,Nyzhnii Naholchyk,4400000000,4420300000,4420356500,39.085,48.015
Luhanska,Novopskovskyi,Novopskov,4400000000,4423300000,4423355100,39.118,49.532
Luhanska,Krasnodonskyi,Novosvitlivka,4400000000,4421400000,4421456200,39.515,48.484
Luhanska,Novopskovskyi,Kozlove,4400000000,4423300000,4423382801,39.162,49.861
Luhanska,Bilokurakynskyi,Bilokurakyne,4400000000,4420900000,4420955100,38.721,49.533
Luhanska,Slovianoserbskyi,Zymohiria,4400000000,4424500000,4424510300,38.944,48.583
Luhanska,Perevalskyi,Zorynsk,4400000000,4423600000,4423610600,38.620,48.415
Luhanska,Perevalskyi,Maloivanivka,4400000000,4423600000,4423682201,38.642,48.382
Luhanska,Sverdlovskyi,Oleksandrivka,4400000000,4424200000,4424281101,39.751,48.077
Luhanska,Krasnodonskyi,Porichchia,4400000000,4421400000,4421487001,39.792,48.267
Luhanska,Sverdlovska,Volodarsk,4400000000,4412700000,4412745300,39.584,48.121
Luhanska,Stanychno-Luhanskyi,Peredilske,4400000000,4424800000,4424885001,39.150,48.753
Luhanska,Stanychno-Luhanskyi,Petrivka,4400000000,4424800000,4424855400,39.266,48.804
Luhanska,Svativskyi,Mistky,4400000000,4424000000,4424084001,38.498,49.340
Luhanska,Antratsytivskyi,Ivanivka,4400000000,4420300000,4420355600,38.946,48.234
Luhanska,Slovianoserbskyi,Metalist,4400000000,4424500000,4424583901,39.281,48.622
Luhanska,Novoaidarskyi,Koliadivka,4400000000,4423100000,4423183401,39.201,49.080
Luhanska,Kreminskyi,Kreminna,4400000000,4421600000,4421610100,38.202,49.037
Luhanska,Krasnolutska,Vakhrusheve,4400000000,4411600000,4411670300,38.819,48.142
Luhanska,Lysychanska,Pryvillia,4400000000,4411800000,4411870700,38.293,49.001
Luhanska,Antratsytivskyi,Rebrykove,4400000000,4420300000,4420386601,39.284,48.210
Luhanska,Stanychno-Luhanskyi,Shyrokyi,4400000000,4424800000,4424887001,39.639,48.830
Luhanska,Svativskyi,Kolomyichykha,4400000000,4424000000,4424082001,37.965,49.453
Luhanska,Novopskovskyi,Mozhniakivka,4400000000,4423300000,4423383201,39.064,49.657
Luhanska,Stanychno-Luhanskyi,Komyshne,4400000000,4424800000,4424882501,39.673,48.711
Luhanska,Lutuhynskyi,Kamianka,4400000000,4422200000,4422283301,39.393,48.242
Luhanska,Lutuhynskyi,Fabrychne,4400000000,4422200000,4422287001,39.324,48.481
Luhanska,Krasnodonskyi,Khriashchuvate,4400000000,4421400000,4421489301,39.424,48.515
Luhanska,Svativskyi,Miluvatka,4400000000,4424000000,4424083501,38.169,49.336
Luhanska,Stanychno-Luhanskyi,Chervonyi Zhovten,4400000000,4424800000,4424886001,39.348,48.919
Luhanska,Kreminskyi,Chervonopopivka,4400000000,4421600000,4421687301,38.150,49.128
Luhanska,Sverdlovska,Chervonopartyzansk,4400000000,4412700000,4412770600,39.787,48.074
Luhanska,Novopskovskyi,Rybiantseve,4400000000,4423300000,4423386601,39.024,49.477
Luhanska,Stanychno-Luhanskyi,Chuhynka,4400000000,4424800000,4424886501,39.662,48.922
Luhanska,Bilokurakynskyi,Sharivka,4400000000,4420900000,4420988801,38.899,49.854
Luhanska,Milovskyi,Novostriltsivka,4400000000,4422800000,4422885501,39.917,49.322
Luhanska,Starobilskyi,Malokhatka,4400000000,4425100000,4425183501,38.806,49.113
Luhanska,Svativskyi,Mankivka,4400000000,4424000000,4424083001,38.456,49.558
Luhanska,Perevalskyi,Mykhailivka,4400000000,4423600000,4423656400,38.914,48.462
Luhanska,Novoaidarskyi,Dmytrivka,4400000000,4423100000,4423182301,39.158,48.926
Luhanska,Novopskovskyi,Kamianka,4400000000,4423300000,4423382501,39.375,49.641
Luhanska,Antratsytivskyi,Mykytivka,4400000000,4420300000,4420384401,38.896,48.339
Luhanska,Bilokurakynskyi,Pavlivka,4400000000,4420900000,4420987201,38.700,49.625
Luhanska,Novoaidarskyi,Chabanivka,4400000000,4423100000,4423188001,38.758,49.032
Luhanska,Pervomaiska,Nyzhnie,4400000000,4412100000,4412145400,38.634,48.775
Luhanska,Novopskovskyi,Taniushivka,4400000000,4423300000,4423388201,38.931,49.769
Luhanska,Kreminskyi,Kudriashivka,4400000000,4421600000,4421681901,38.430,49.035
Luhanska,Rubizhanska,Rubizhne,4400000000,4412500000,4412500000,38.366,49.021
Luhanska,Slovianoserbskyi,Stepove,4400000000,4424500000,4424584001,38.967,48.627
Luhanska,Troitskyi,Tymonove,4400000000,4425400000,4425487001,38.450,49.737
Luhanska,Bilovodskyi,Baranykivka,4400000000,4420600000,4420681101,39.840,49.160
Luhanska,Kreminskyi,Baranykivka,4400000000,4421600000,4421680201,38.298,49.225
Luhanska,Novoaidarskyi,Bakhmutivka,4400000000,4423100000,4423180701,39.051,48.868
Luhanska,Lutuhynskyi,Yurivka,4400000000,4422200000,4422257400,38.979,48.487
Luhanska,Bilokurakynskyi,Tymoshyne,4400000000,4420900000,4420988001,38.807,49.673
Luhanska,Starobilskyi,Shpotyne,4400000000,4425100000,4425187001,39.194,49.174
Luhanska,Novoaidarskyi,Shtormove,4400000000,4423100000,4423188501,38.912,49.097
Luhanska,Kreminskyi,Holubivka,4400000000,4421600000,4421681301,38.461,49.223
Luhanska,Svativskyi,Honcharivka,4400000000,4424000000,4424081001,38.153,49.476
Luhanska,Kreminskyi,Yepifanivka,4400000000,4421600000,4421681601,38.569,49.078
Luhanska,Popasnianskyi,Kalynove,4400000000,4423800000,4423856500,38.513,48.564
Luhanska,Bilovodskyi,Shulikivka,4400000000,4420600000,4420689801,39.488,49.306
Luhanska,Troitskyi,Topoli,4400000000,4425400000,4425487501,38.164,49.815
Luhanska,Svativskyi,Kruhle,4400000000,4424000000,4424082201,38.490,49.466
Luhanska,Starobilskyi,Khvorostianivka,4400000000,4425100000,4425186001,38.888,49.148
Luhanska,Bilovodskyi,Semykozivka,4400000000,4420600000,4420689501,39.568,49.233
Luhanska,Svativskyi,Oborotnivka,4400000000,4424000000,4424084501,38.042,49.591
Luhanska,Sverdlovskyi,Medvezhanka,4400000000,4424200000,4424285501,39.518,48.172
Luhanska,Slovianoserbskyi,Smile,4400000000,4424500000,4424584301,38.916,48.676
Luhanska,Bilovodskyi,Danylivka,4400000000,4420600000,4420684401,39.625,49.113
Luhanska,Markivskyi,Sychanske,4400000000,4422500000,4422588801,39.398,49.432
Luhanska,Bilokurakynskyi,Chervonoarmiiske,4400000000,4420900000,4420988201,38.705,49.781
Luhanska,Luhanska,Yuvileine,4400000000,4410100000,4410165900,39.184,48.553
Luhanska,Starobilskyi,Chmyrivka,4400000000,4425100000,4425186501,38.942,49.291
Luhanska,Troitskyi,Yamy,4400000000,4425400000,4425488001,38.371,49.761
Luhanska,Krasnodonskyi,Biloskeliuvate,4400000000,4421400000,4421480801,39.650,48.449
Luhanska,Bilovodskyi,Horodyshche,4400000000,4420600000,4420683301,39.640,49.039
Luhanska,Perevalskyi,Yashchykove,4400000000,4423600000,4423657700,38.743,48.410
Luhanska,Bilovodskyi,Bilovodsk,4400000000,4420600000,4420655100,39.591,49.207
Luhanska,Popasnianskyi,Bilohorivka,4400000000,4423800000,4423855300,38.246,48.927
Luhanska,Perevalskyi,Perevalsk,4400000000,4423600000,4423610100,38.813,48.437
Luhanska,Antratsytska,Kripenskyi,4400000000,4410300000,4410346500,39.054,48.075
Luhanska,Krasnodonskyi,Samsonivka,4400000000,4421400000,4421488801,39.628,48.371
Luhanska,Bilokurakynskyi,Solidarne,4400000000,4420900000,4420987810,38.616,49.786
Luhanska,Antratsytska,Dubivskyi,4400000000,4410300000,4410345900,39.109,48.061
Luhanska,Antratsytska,Antratsyt,4400000000,4410300000,4410300000,39.091,48.125
Luhanska,Svativskyi,Raihorodka,4400000000,4424000000,4424086501,37.960,49.379
Luhanska,Antratsytivskyi,Rafailivka,4400000000,4420300000,4420385501,39.199,48.118
Luhanska,Milovskyi,Striltsivka,4400000000,4422800000,4422886601,39.857,49.301
Luhanska,Bilovodskyi,Yevsuh,4400000000,4420600000,4420685501,39.289,49.205
Luhanska,Perevalskyi,Buhaivka,4400000000,4423600000,4423655500,38.859,48.412
Luhanska,Perevalskyi,Adrianopil,4400000000,4423600000,4423681101,38.720,48.363
Luhanska,Alchevska,Alchevsk,4400000000,4411200000,4411200000,38.793,48.480
Luhanska,Starobilskyi,Tytarivka,4400000000,4425100000,4425185501,38.878,49.234
Luhanska,Popasnianskyi,Berezivske,4400000000,4423800000,4423881101,38.609,48.668
Luhanska,Slovianoserbskyi,Khoroshe,4400000000,4424500000,4424585501,38.836,48.629
Luhanska,Antratsytska,Verkhnii Naholchyk,4400000000,4410300000,4410345600,39.084,48.089
Luhanska,Sievierodonetska,Sieverodonetsk,4400000000,4412900000,4412900000,38.482,48.946
Luhanska,Sievierodonetska,Borivske,4400000000,4412900000,4412945200,38.563,48.868
Luhanska,Briankivska,Brianka,4400000000,4410500000,4410500000,38.666,48.504
Luhanska,Kirovska,Chervonohvardiiske,4400000000,4411000000,4411045700,38.742,48.587
Luhanska,Popasnianskyi,Troitske,4400000000,4423800000,4423885201,38.390,48.530
Luhanska,Kirovska,Kirovsk,4400000000,4411000000,4411000000,38.642,48.637
Luhanska,Svativskyi,Rudivka,4400000000,4424000000,4424087001,38.442,49.392
Luhanska,Troitskyi,Bahachka,4400000000,4425400000,4425481001,38.380,49.983
Luhanska,Novoaidarskyi,Hrechyshkyne,4400000000,4423100000,4423181201,38.906,48.869
Luhanska,Lysychanska,Lysychansk,4400000000,4411800000,4411800000,38.377,48.935
Luhanska,Rovenkivska,Novodarivka,4400000000,4412300000,4412346900,39.490,48.081
Luhanska,Starobilskyi,Sadky,4400000000,4425100000,4425184801,39.252,49.306
Luhanska,Kirovska,Donetskyi,4400000000,4411000000,4411045300,38.674,48.698
Luhanska,Kirovska,Novotoshkivske,4400000000,4411000000,4411045500,38.631,48.725
Luhanska,Svativskyi,Svystunivka,4400000000,4424000000,4424087501,38.324,49.481
Luhanska,Starobilskyi,Svitle,4400000000,4425100000,4425185001,38.654,49.377
Luhanska,Starobilskyi,Baidivka,4400000000,4425100000,4425180101,38.922,49.163
Luhanska,Svativskyi,Svatove,4400000000,4424000000,4424010100,38.156,49.414
Luhanska,Sverdlovska,Sverdlovsk,4400000000,4412700000,4412700000,39.657,48.076
Luhanska,Antratsytivskyi,Koshary,4400000000,4420300000,4420383001,39.258,48.110
Luhanska,Antratsytivskyi,Krasnolutskyi,4400000000,4420300000,4420383301,38.995,48.144
Luhanska,Starobilskyi,Shulhynka,4400000000,4425100000,4425187501,38.928,49.143
Luhanska,Sverdlovska,Kalininskyi,4400000000,4412700000,4412745700,39.594,48.017
Luhanska,Novopskovskyi,Osynove,4400000000,4423300000,4423384701,39.073,49.550
Luhanska,Lysychanska,Novodruzhesk,4400000000,4411800000,4411870400,38.345,48.963
Luhanska,Novoaidarskyi,Spivakivka,4400000000,4423100000,4423187501,38.901,49.046
Luhanska,Sverdlovskyi,Matviivka,4400000000,4424200000,4424284401,39.562,48.037
Luhanska,Sverdlovska,Shakhtarske,4400000000,4412700000,4412746900,39.554,48.054
Luhanska,Krasnolutska,Miusynsk,4400000000,4411600000,4411670600,38.899,48.076
Luhanska,Kreminskyi,Novovodiane,4400000000,4421600000,4421684501,38.025,49.271
Luhanska,Krasnodonskyi,Novohannivka,4400000000,4421400000,4421485501,39.518,48.426
Luhanska,Rovenkivska,Mykhailivka,4400000000,4412300000,4412346400,39.242,48.070
Luhanska,Krasnolutska,Krasnyi Luch,4400000000,4411600000,4411600000,38.926,48.138
Luhanska,Troitskyi,Novoznamianka,4400000000,4425400000,4425483201,38.118,49.882
Luhanska,Rovenkivska,Rovenky,4400000000,4412300000,4412300000,39.386,48.084
Luhanska,Rovenkivska,Dzerzhynskyi,4400000000,4412300000,4412345800,39.430,48.039
Luhanska,Antratsytivskyi,Chervona Poliana,4400000000,4420300000,4420387701,39.099,48.241
Luhanska,Novopskovskyi,Rohove,4400000000,4423300000,4423387001,39.040,49.626
Luhanska,Troitskyi,Tarasivka,4400000000,4425400000,4425486501,38.391,49.664
Luhanska,Novopskovskyi,Pavlenkove,4400000000,4423300000,4423385301,39.082,49.707
Luhanska,Bilokurakynskyi,Prostore,4400000000,4420900000,4420987701,38.495,49.651
Luhanska,Markivskyi,Prosiane,4400000000,4422500000,4422587701,39.663,49.593
Luhanska,Svativskyi,Stelmakhivka,4400000000,4424000000,4424087801,37.906,49.466
Luhanska,Stanychno-Luhanskyi,Teple,4400000000,4424800000,4424885501,39.427,48.836
Luhanska,Pervomaiska,Toshkivka,4400000000,4412100000,4412145700,38.570,48.780
Luhanska,Perevalskyi,Artemivsk,4400000000,4423600000,4423610300,38.719,48.439
Luhanska,Slovianoserbskyi,Lotykove,4400000000,4424500000,4424555600,38.916,48.523
Luhanska,Novoaidarskyi,Raihorodka,4400000000,4423100000,4423186701,39.069,48.831
Luhanska,Luhanska,Shchastia,4400000000,4410100000,4410161400,39.229,48.740
Donetska,Avdiivska,Avdiivka,1400000000,1410200000,1410200000,37.741,48.149
Donetska,Amvrosiivskyi,Amvrosiivka,1400000000,1420600000,1420610100,38.483,47.790
Donetska,Yasynuvatska,Yasynuvata,1400000000,1415500000,1415500000,37.861,48.129
Donetska,Marinskyi,Staromykhailivka,1400000000,1423300000,1423356200,37.586,47.996
Donetska,Shakhtarska,Serdyte,1400000000,1415300000,1415346000,38.388,48.040
Donetska,Volnovaskyi,Kalinine,1400000000,1421500000,1421583001,37.467,47.458
Donetska,Volnovaskyi,Khlibodarivka,1400000000,1421500000,1421588001,37.399,47.480
Donetska,Velykonovosilkivskyi,Shevchenko,1400000000,1421200000,1421286601,36.676,47.899
Donetska,Mariupolska,Mariupol,1400000000,1412300000,1412300000,37.561,47.126
Donetska,Snizhnianska,Andriivka,1400000000,1414400000,1414445300,38.751,48.103
Donetska,Marinskyi,Marinka,1400000000,1423300000,1423310100,37.509,47.943
Donetska,Snizhnianska,Sieverne,1400000000,1414400000,1414448000,38.685,48.086
Donetska,Novoazovskyi,Siedove,1400000000,1423600000,1423655400,38.158,47.073
Donetska,Volnovaskyi,Kirovske,1400000000,1421500000,1421583101,37.404,47.427
Donetska,Telmanivskyi,Telmanove,1400000000,1424800000,1424855100,38.019,47.410
Donetska,Artemivskyi,Siversk,1400000000,1420900000,1420910400,38.094,48.865
Donetska,Slovianska,Sloviansk,1400000000,1414100000,1414100000,37.596,48.850
Donetska,Torezka,Torez,1400000000,1414700000,1414700000,38.628,48.037
Donetska,Kostiantynivskyi,Artema,1400000000,1422400000,1422481001,37.608,48.483
Donetska,Selydivska,Ukrainsk,1400000000,1413800000,1413870900,37.363,48.095
